name,salary_from,salary_to,salary_currency,area_name,published_at
Оператор станков с программным управлением,2500.0,,BYR,Минск,2022-12-12T13:26:58+0300
Младший системный администратор,70000.0,,RUR,Москва,2022-12-12T10:21:59+0300
Программист-разработчик (DeepPavlov Agent),,,,Москва,2022-12-12T11:05:02+0300
Техник-механик,75000.0,,RUR,Владивосток,2022-12-12T08:59:44+0300
Системный администратор,,,,Москва,2022-12-12T10:55:11+0300
Аналитик недвижимости (жильё/коммерция),170000.0,,RUR,Москва,2022-12-12T12:22:50+0300
Системный аналитик (Розничные риски),,,,Москва,2022-12-12T09:26:38+0300
Инженер сервисного центра (г. Самарканд),,,,Самарканд,2022-12-12T14:06:32+0300
Шлифовщик в дивизион станкостроения,101000.0,132000.0,RUR,Уфа,2022-12-12T12:26:01+0300
Devops integration engineer/Инженер группы интеграционных решений,,,,Москва,2022-12-12T11:48:27+0300
Токарь-универсал,105000.0,130000.0,RUR,Очер,2022-12-12T15:43:45+0300
Токарь-универсал,105000.0,130000.0,RUR,Красноуральск,2022-12-12T15:43:45+0300
Токарь,110000.0,,RUR,Краснодар,2022-12-12T12:16:03+0300
"Токарь ДИП 300-500, Липецк",107000.0,,RUR,Воронеж,2022-12-12T09:04:43+0300
Токарь-универсал,105000.0,130000.0,RUR,Калуга,2022-12-12T15:43:44+0300
Токарь,55000.0,,RUR,Набережные Челны,2022-12-12T09:33:26+0300
Шлифовщик по металлу на производство,114000.0,,RUR,Владимир,2022-12-12T09:35:29+0300
Токарь-карусельщик,55000.0,,RUR,Мамадыш,2022-12-12T09:53:34+0300
Токарь,105000.0,210000.0,RUR,Курган,2022-12-12T10:09:41+0300
Фрезеровщик,90000.0,,RUR,Домодедово,2022-12-12T10:47:15+0300
Токарь (Тамбовская область),96000.0,,RUR,Липецк,2022-12-12T13:11:51+0300
Токарь-расточник,115000.0,,RUR,Магнитогорск,2022-12-12T14:47:36+0300
Станочник широкого профиля (Челябинская область),94000.0,100000.0,RUR,Миасс,2022-12-12T15:12:44+0300
Наладчик оборудования Tetra Pak,,,,Краснодар,2022-12-12T09:09:34+0300
Токарь-универсал,105000.0,130000.0,RUR,Торжок,2022-12-12T15:43:52+0300
Токарь-карусельщик,100000.0,,RUR,Нижний Тагил,2022-12-12T09:02:35+0300
Токарь,55000.0,,RUR,Благовещенск (Республика Башкортостан),2022-12-12T09:33:26+0300
Токарь-расточник,55000.0,,RUR,Казань,2022-12-12T10:05:40+0300
Специалист технической поддержки пользователей,,,,Санкт-Петербург,2022-12-12T11:28:52+0300
Наладчик станков с ЧПУ,135000.0,145000.0,RUR,Димитровград,2022-12-12T13:25:48+0300
Фрезеровщик,57000.0,100000.0,RUR,Санкт-Петербург,2022-12-12T11:20:05+0300
Системный аналитик (банк),,220000.0,RUR,Москва,2022-12-12T12:48:38+0300
Revenue Manager (Technical Support),40000.0,60000.0,RUR,Санкт-Петербург,2022-12-12T13:31:19+0300
Продакт-менеджер по информационной безопасности,,,,Воронеж,2022-12-12T09:02:00+0300
Backend Lead (C++),,,,Москва,2022-12-12T12:30:49+0300
Системный аналитик,,,,Самара,2022-12-12T09:46:02+0300
Руководитель IT проектов,,,,Минск,2022-12-12T09:17:28+0300
Старший аналитик (разработка отчетности),,,,Москва,2022-12-12T13:04:41+0300
Системный администратор,70000.0,70000.0,RUR,Красноярск,2022-12-12T13:36:33+0300
Инженер отдела поддержки пользователей,25000.0,25000.0,RUR,Оренбург,2022-12-12T15:23:58+0300
Фрезеровщик,110000.0,,RUR,Ульяновск,2022-12-12T12:14:56+0300
Фрезеровщик,110000.0,,RUR,Владимир,2022-12-12T12:15:18+0300
Токарь,114000.0,,RUR,Чебоксары,2022-12-12T15:27:20+0300
Токарь-универсал,105000.0,130000.0,RUR,Великий Новгород,2022-12-12T15:43:54+0300
Токарь-универсал,105000.0,130000.0,RUR,Снежинск,2022-12-12T15:43:50+0300
"Шлифовщик, г. Липецк",107000.0,,RUR,Воронеж,2022-12-12T12:52:09+0300
Токарь,55000.0,,RUR,Кильмезь (Кировская область),2022-12-12T09:33:26+0300
Токарь,55000.0,,RUR,Красная Поляна (Кировская область),2022-12-12T09:33:26+0300
Токарь-карусельщик,55000.0,,RUR,Набережные Челны,2022-12-12T09:53:34+0300
Токарь-карусельщик,55000.0,,RUR,Пермь,2022-12-12T09:53:34+0300
Фрезеровщик,90000.0,,RUR,Липецк,2022-12-12T10:47:15+0300
Токарь-карусельщик,118000.0,,RUR,Домодедово,2022-12-12T11:04:27+0300
Токарь (Тамбовская область),96000.0,,RUR,Пенза,2022-12-12T13:11:51+0300
Токарь (Тамбовская область),96000.0,,RUR,Кострома,2022-12-12T13:11:51+0300
Оператор станков с ЧПУ,50000.0,70000.0,RUR,Трехгорный,2022-12-12T13:27:19+0300
Разработчик 1С (Биллинг),,,,Москва,2022-12-12T11:05:19+0300
Программист 1С,,,,Саратов,2022-12-12T13:19:16+0300
Разработчик MS Power BI (Центр компетенций BI),,,,Казань,2022-12-12T11:21:24+0300
Системный аналитик (Депозиты),,,,Москва,2022-12-12T12:01:51+0300
Специалист сервисной службы (дорожно-строительная техника),80000.0,100000.0,RUR,Смоленск,2022-12-12T13:27:54+0300
Ведущий системный аналитик (front\ back),,,,Москва,2022-12-12T15:27:52+0300
Data Engineer,,,,Алматы,2022-12-12T08:12:17+0300
DevOps-инженер,,,,Москва,2022-12-12T12:57:35+0300
Старший коммуникационный дизайнер,,,,Москва,2022-12-12T11:17:58+0300
"Разработчик SQL, Delphi",,,,Воронеж,2022-12-12T12:01:31+0300
Инженер по связи,47000.0,,RUR,Владивосток,2022-12-12T12:43:13+0300
Механик,70000.0,100000.0,RUR,Лобня,2022-12-12T12:30:43+0300
Технико-коммерческий инженер (охранно-пожарные сигнализации),85000.0,,RUR,Москва,2022-12-12T13:09:51+0300
Сервисный инженер,65000.0,,RUR,Нефтеюганск,2022-12-12T12:54:42+0300
Руководитель проектов 1С,,,,Москва,2022-12-12T13:33:54+0300
"Android-разработчик, Сбербанк Онлайн",,,,Москва,2022-12-12T13:15:45+0300
Рабочий на экструзионное производство,59000.0,64000.0,RUR,Колпино,2022-12-12T14:43:28+0300
Оператор-машинист ДГУ,,,,Москва,2022-12-12T10:17:18+0300
"Токарь ДИП 300-500, Липецк",107000.0,,RUR,Брянск,2022-12-12T09:04:43+0300
Токарь-универсал,105000.0,130000.0,RUR,Приволжск,2022-12-12T15:43:52+0300
Токарь-универсал,105000.0,130000.0,RUR,Златоуст,2022-12-12T15:43:50+0300
Токарь-универсал,105000.0,130000.0,RUR,Балабаново,2022-12-12T15:43:47+0300
Токарь-расточник,55000.0,,RUR,Нижнекамск,2022-12-12T10:05:40+0300
Токарь (Тамбовская область),96000.0,,RUR,Кузнецк,2022-12-12T13:11:51+0300
Токарь (Тамбовская область),96000.0,,RUR,Саранск,2022-12-12T13:11:51+0300
Токарь-универсал,110000.0,,RUR,Тула,2022-12-12T14:33:43+0300
Программист 1С,115000.0,,RUR,Саратов,2022-12-12T08:36:27+0300
Оператор цифровой печати,55000.0,,RUR,Чехов,2022-12-12T11:24:23+0300
Ведущий инженер-программист (WEB),,,,Санкт-Петербург,2022-12-12T08:53:37+0300
Инженер-электроник,110000.0,130000.0,RUR,Дмитров,2022-12-12T10:16:06+0300
Супервайзер группы мониторинга сети,50000.0,,RUR,Новосибирск,2022-12-12T12:05:25+0300
Заместитель руководителя по информационной безопасности,,,,Томск,2022-12-12T13:07:23+0300
Специалист по информационной безопасности,,,,Москва,2022-12-12T12:47:25+0300
Ведущий инженер технической поддержки (серверы и СХД),100000.0,,RUR,Москва,2022-12-12T10:28:10+0300
Заместитель директора по маркетингу,180000.0,,RUR,Москва,2022-12-12T10:32:04+0300
Программист 1С,,,,Кострома,2022-12-12T08:56:13+0300
Механик,,50000.0,RUR,Котово,2022-12-12T15:04:46+0300
Токарь,105000.0,210000.0,RUR,Тюмень,2022-12-12T10:09:41+0300
Фрезеровщик,65000.0,,RUR,Калуга,2022-12-12T15:24:42+0300
Бизнес-аналитик (Отдел операционной эффективности),,,,Москва,2022-12-12T11:48:22+0300
Специалист-консультант на поддержку и внедрение 1С,,,,Брянск,2022-12-12T12:17:29+0300
Токарь,23000.0,,RUR,Омск,2022-12-12T11:02:49+0300
Менеджер по сервисной поддержке,,,,Москва,2022-12-12T10:47:58+0300
Художник-конструктор (дизайнер),30000.0,,RUR,Кемерово,2022-12-12T10:33:19+0300
Токарь-универсал,110000.0,,RUR,Нижний Новгород,2022-12-12T14:31:55+0300
Техник по подключению,80000.0,150000.0,RUR,Южа,2022-12-12T09:23:42+0300
Шлифовщик по металлу (в Екатеринбург),125000.0,135000.0,RUR,Магнитогорск,2022-12-12T13:29:02+0300
Токарь,107000.0,,RUR,Липецк,2022-12-12T15:27:50+0300
Фрезеровщик,110000.0,,RUR,Чебоксары,2022-12-12T12:14:52+0300
Токарь-карусельщик,55000.0,,RUR,Киров (Кировская область),2022-12-12T09:53:34+0300
Токарь-карусельщик,55000.0,,RUR,Уфа,2022-12-12T09:53:34+0300
Шлифовщик в дивизион станкостроения,101000.0,132000.0,RUR,Йошкар-Ола,2022-12-12T12:26:01+0300
Токарь (Тамбовская область),96000.0,,RUR,Воронеж,2022-12-12T13:11:51+0300
Руководитель проектов по реинжинирингу бизнес-процессов,,,,Москва,2022-12-12T09:59:51+0300
Java Developer,,,,Санкт-Петербург,2022-12-12T11:11:25+0300
Бизнес-аналитик,,,,Казань,2022-12-12T09:50:16+0300
Ведущий специалист технической поддержки,,,,Самара,2022-12-12T15:22:37+0300
Фрезеровщик,70000.0,,RUR,Екатеринбург,2022-12-12T12:43:09+0300
Токарь,105000.0,210000.0,RUR,Ишим,2022-12-12T10:09:41+0300
"Программист разработчик ПО для сетевого оборудования (Go, C, embedded Linux)",,250000.0,RUR,Москва,2022-12-12T09:44:02+0300
Специалист по допечатной подготовке (Препресс-инженер),,,,Ростов-на-Дону,2022-12-12T13:20:07+0300
