name,salary_from,salary_to,salary_currency,area_name,published_at
Главный механик/механик,80000.0,100000.0,RUR,Липецк,2022-12-12T16:20:18+0300
ИТ ИБ Аудитор,,,,Краснодар,2022-12-12T19:36:28+0300
Редактор видеоматериалов,,,,Москва,2022-12-12T16:25:52+0300
Java developer (онлайн-кинотеатр Movix),,,,Москва,2022-12-12T18:34:32+0300
Старший специалист поддержки VIP-пользователей,,,,Москва,2022-12-12T17:37:46+0300
Middle Java Developer,,,,Санкт-Петербург,2022-12-12T17:31:38+0300
Системный аналитик,,,,Воронеж,2022-12-12T16:09:25+0300
Токарь 4 разряда,60000.0,,RUR,Мурманск,2022-12-12T17:30:59+0300
Оператор станка с ЧПУ,115000.0,135000.0,RUR,Оренбург,2022-12-12T16:10:22+0300
Оператор фрезерного станка с ЧПУ,80000.0,,RUR,Санкт-Петербург,2022-12-12T20:24:13+0300
Системный администратор,,57000.0,RUR,Симферополь,2022-12-12T16:45:24+0300
Аналитик данных,,,,Москва,2022-12-12T17:26:07+0300
Системный аналитик,,,,Новосибирск,2022-12-12T16:55:42+0300
Слесарь по ремонту технологических установок,,,,Нижневартовск,2022-12-12T20:26:01+0300
Разработчик 1С,150000.0,200000.0,RUR,Санкт-Петербург,2022-12-12T17:04:54+0300
Менеджер проекта (совмещенный мерчендайзинг),,,,Москва,2022-12-12T19:49:24+0300
Программист-разработчик,,,,Пенза,2022-12-12T16:48:44+0300
Электромеханик,40000.0,80000.0,RUR,Санкт-Петербург,2022-12-12T20:01:33+0300
Продуктовый дизайнер (Дизайн система),,,,Москва,2022-12-12T16:58:06+0300
Дата инженер (Data engineer) Управление модельных рисков и валидации,,,,Москва,2022-12-12T19:29:43+0300
Разработчик ETL Framework,,,,Москва,2022-12-12T18:39:39+0300
Backend .NET/C# разработчик,80000.0,,RUR,Москва,2022-12-12T19:15:37+0300
SRE инженер,,,,Санкт-Петербург,2022-12-12T19:03:08+0300
Middle/Senior .Net Developer,,,,Минск,2022-12-12T17:56:11+0300
Мастер по ремонту стиральных машин,90000.0,120000.0,RUR,Москва,2022-12-12T23:20:07+0300
Начинающий специалист технической поддержки (удаленно),30000.0,34000.0,RUR,Нальчик,2022-12-12T17:46:02+0300
Специалист по внедрению ИС,,,,Киров (Кировская область),2022-12-12T18:25:34+0300
Программист 1С в Daewoo Power Products,150000.0,,RUR,Москва,2022-12-12T16:37:03+0300
Руководитель команды аналитиков (Team Lead),,,,Москва,2022-12-12T21:29:52+0300
Инженер по кибербезопасности,,,,Москва,2022-12-12T16:43:30+0300
Дизайнер-верстальщик на Tilda,,,,Москва,2022-12-12T17:08:36+0300
Frontend (React/Vue) mentor/developer,750.0,1600.0,USD,Фергана,2022-12-12T16:06:45+0300
Токарь-универсал,,,,Пенза,2022-12-12T18:45:53+0300
Логист-механик по выпуску грузового автотранспорта,70000.0,,RUR,Подольск (Московская область),2022-12-12T17:20:12+0300
Старший аналитик,,,,Москва,2022-12-12T17:15:46+0300
Руководитель блока анализа и мониторинга данных (team lead системных аналитиков по данным),,,,Москва,2022-12-12T19:37:28+0300
Ученик оператора станков с программным управлением,55000.0,,RUR,Ростов-на-Дону,2022-12-12T17:49:38+0300
Дизайнер,850.0,1150.0,BYR,Витебск,2022-12-12T16:22:49+0300
Механик Отделения выварки соли,62640.0,,RUR,Новомосковск (Тульская область),2022-12-12T16:02:02+0300
Сервисный инженер,,,,Екатеринбург,2022-12-12T18:19:02+0300
Системный инженер (Active Directory),,,,Москва,2022-12-12T17:27:47+0300
Product owner (стратегия онбординга),,,,Москва,2022-12-12T19:34:22+0300
Руководитель портфеля проектов / Senior,,,,Ижевск,2022-12-12T16:57:54+0300
Project Manager,,,,Тбилиси,2022-12-12T19:12:51+0300
Дизайнер интерфейсов,,,,Казань,2022-12-12T17:31:40+0300
Frontend (React) developer продукт Речевая аналитика (MTS AI),,250000.0,RUR,Москва,2022-12-12T16:51:53+0300
Тестировщик ПО,,,,Москва,2022-12-12T16:45:16+0300
Инженер ИТ-инфраструктуры,,,,Казань,2022-12-12T23:28:08+0300
Руководитель проекта (по направлению авиация),100000.0,140000.0,RUR,Зеленоград,2022-12-12T16:45:59+0300
Frontend-разработчик (teamlead),,,,Москва,2022-12-12T19:57:35+0300
Механик - наладчик производственной линии,,,,Люберцы,2022-12-12T17:40:18+0300
Инженер-программист C#,,,,Рязань,2022-12-12T18:47:10+0300
Системный администратор,30000.0,45000.0,RUR,Азов,2022-12-12T17:58:09+0300
Инженер-программист,,,,Минск,2022-12-12T16:59:24+0300
Специалист по сопровождению 1С,,,,Санкт-Петербург,2022-12-12T17:23:48+0300
Менеджер по продукту (торговое оборудование),,,,Одинцово,2022-12-12T16:40:57+0300
Ведущий аналитик,,,,Москва,2022-12-12T17:43:59+0300
Аналитик (разработка ПО),,,,Санкт-Петербург,2022-12-12T18:25:11+0300
Java разработчик в Tinkoff Black,,,,Казань,2022-12-12T16:09:39+0300
Руководитель направления продуктового менеджмента,,,,Москва,2022-12-12T18:37:18+0300
Java разработчик (трайб Digital),,,,Москва,2022-12-12T17:15:40+0300
Консультант-программист 1С,30000.0,35000.0,RUR,Ставрополь,2022-12-12T16:27:25+0300
Системный аналитик в команду PREMIUM,,,,Москва,2022-12-12T17:21:30+0300
Project manager (IT),,,,Москва,2022-12-12T18:40:46+0300
Консультант поддержки в Яндекс Бизнес,13000.0,33800.0,RUR,Щелково,2022-12-12T19:23:59+0300
Аналитик новых товаров для маркетплейсов (закупки),100000.0,,RUR,Краснодар,2022-12-12T17:44:47+0300
Координатор проектов по экспорту (со знанием английского языка),,,,Воронеж,2022-12-12T16:04:38+0300
ИТ ИБ Аудитор,,,,Тюмень,2022-12-12T19:36:28+0300
Разработчик .Net,,,,Новосибирск,2022-12-12T18:11:36+0300
Главный аналитик отчетности CRM,,,,Москва,2022-12-12T18:58:25+0300
Руководитель проектов (Scrum-мастер),,,,Москва,2022-12-12T18:19:32+0300
Механик-диспетчер/механик по выпуску транспорта,,,,Москва,2022-12-12T16:51:23+0300
Главный механик,,,,Петрозаводск,2022-12-12T22:32:53+0300
Ведущий инженер-программист,80000.0,100000.0,RUR,Набережные Челны,2022-12-12T18:25:56+0300
Инженер по обслуживанию медицинской техники,2000.0,,BYR,Минск,2022-12-12T17:24:34+0300
Developer C#,,,,Тбилиси,2022-12-12T19:12:52+0300
Ведущий специалист (корпоративное хранилище данных),,,,Омск,2022-12-12T18:13:02+0300
Инженер-программист C#,,,,Волгоград,2022-12-12T18:47:10+0300
Руководитель по развитию продуктового направления (СЗР),,,,Москва,2022-12-12T22:07:57+0300
Руководитель направления в команду online-оценка коммерческой недвижимости,,,,Москва,2022-12-12T19:00:17+0300
"Frontend-разработчик (Angular, middle+/senior)",,,,Ульяновск,2022-12-12T19:08:52+0300
Backend разработчик,,,,Ташкент,2022-12-12T16:22:25+0300
Оператор станков с ЧПУ на мебельное производство,80000.0,100000.0,RUR,Санкт-Петербург,2022-12-12T20:04:26+0300
Старший системный администратор / Ведущий системный администратор,,,,Москва,2022-12-12T18:20:38+0300
Выездной инженер технической поддержки,40000.0,,RUR,Смоленск,2022-12-12T17:38:19+0300
Токарь,50000.0,65000.0,RUR,Нижний Новгород,2022-12-12T16:42:19+0300
Техник систем информационных технологий,,,,Ставрополь,2022-12-12T18:35:27+0300
Старший инженер по анализу радиосети,,,,Москва,2022-12-12T19:03:30+0300
Оператор станков с ЧПУ,,,,Ханты-Мансийск,2022-12-12T16:15:08+0300
Системный администратор,,,,Екатеринбург,2022-12-12T18:12:32+0300
Главный специалист отдела информационных технологий,,,,Ставрополь,2022-12-12T18:47:52+0300
Программист 1С,90000.0,150000.0,RUR,Ярославль,2022-12-12T17:23:43+0300
Chief technical officer (CTO),,,,Томск,2022-12-12T17:14:59+0300
Аналитик бизнес-процессов (логистика),,,,Москва,2022-12-12T16:56:31+0300
Бизнес-аналитик Сайт/Мобильные приложения,,,,Москва,2022-12-12T17:51:45+0300
Инженер-наладчик КИПиА,,,,Люберцы,2022-12-12T16:37:11+0300
Middle QA engineer (Команда SberPay QR),,,,Москва,2022-12-12T19:37:45+0300
Инженер-программист (имитационное и математическое моделирование),100000.0,,RUR,Москва,2022-12-12T16:53:52+0300
Токарь,43000.0,43000.0,RUR,Армавир,2022-12-12T16:43:19+0300
Инженер ИТ-инфраструктуры,,,,Москва,2022-12-12T23:28:08+0300
Инженер по тестированию (MIDDLE),,,,Москва,2022-12-12T18:41:28+0300
Java-разработчик в Банк,,,,Москва,2022-12-12T17:26:54+0300
Старший специалист группы административно-технической поддержки,100000.0,130000.0,RUR,Москва,2022-12-12T16:26:35+0300
Аналитик актуарного управления/Актуарий,,,,Москва,2022-12-12T16:40:04+0300
"Специалист сервисного центра (ТК ""Штрих-код"")",46000.0,65000.0,RUR,Санкт-Петербург,2022-12-12T16:55:44+0300
Монтажник слаботочных сетей,60000.0,90000.0,RUR,Москва,2022-12-12T20:18:44+0300
Оператор станка с ЧПУ,115000.0,135000.0,RUR,Сарапул,2022-12-12T16:06:49+0300
Business Solution Architect,,,,Москва,2022-12-12T17:44:00+0300
Координатор проектов по экспорту (со знанием английского языка),,,,Санкт-Петербург,2022-12-12T16:04:34+0300
Сервисный инженер (рыбоводная служба),,,,Мурманск,2022-12-12T16:41:18+0300
Atlassian engineer,,,,Санкт-Петербург,2022-12-12T17:46:20+0300
Руководитель проектов,,,,Москва,2022-12-12T18:31:14+0300
Java-разработчик,,,,Санкт-Петербург,2022-12-12T18:05:37+0300
Дизайнер-верстальщик на швейное производство,57000.0,80000.0,RUR,Санкт-Петербург,2022-12-12T20:12:46+0300
Инженер технической поддержки,40000.0,47500.0,RUR,Обнинск,2022-12-12T16:03:44+0300
Оператор станков с ЧПУ,,,,Екатеринбург,2022-12-12T16:15:08+0300
WEB-Разработчик/программист (SEO-правки),,60000.0,RUR,Москва,2022-12-12T20:24:14+0300
Java разработчик в Tinkoff Black,,,,Екатеринбург,2022-12-12T16:06:27+0300
Специалист отдела управления проектами,35000.0,,RUR,Новороссийск,2022-12-12T16:32:37+0300
Продуктовый дизайнер (UX\UI Middle),,,,Москва,2022-12-12T17:42:31+0300
Аналитик,75000.0,80000.0,RUR,Белгород,2022-12-12T17:59:19+0300
Сервисный инженер (флексографические машины),90000.0,,RUR,Москва,2022-12-12T17:49:21+0300
Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Кострома,2022-12-12T17:17:52+0300
Модельер-конструктор одежды,20000.0,100000.0,RUR,Иркутск,2022-12-12T18:55:04+0300
3d аниматор,,,,Москва,2022-12-12T16:08:42+0300
Координатор проектов по экспорту (со знанием английского языка),,,,Владимир,2022-12-12T16:04:08+0300
Программист 1С,120000.0,,RUR,Челябинск,2022-12-12T16:01:34+0300
Senior DS Optical engineer в цент робототехники Сбера,,,,Москва,2022-12-12T17:20:53+0300
Менеджер по эффективности продукта,,,,Москва,2022-12-12T18:32:07+0300
Аналитик SOC (L2),,,,Москва,2022-12-12T22:26:46+0300
Бизнес-аналитик,70000.0,,RUR,Новосибирск,2022-12-12T17:32:48+0300
Менеджер проектов по функциональным покрытиям,40000.0,,RUR,Саранск,2022-12-12T17:58:19+0300
Инженер ИТ-инфраструктуры,,,,Самара,2022-12-12T23:28:08+0300
Механик участка,,168000.0,RUR,Тюмень,2022-12-12T16:46:07+0300
PHP-разработчик (Laravel) \ Программист Laravel,60000.0,120000.0,RUR,Краснодар,2022-12-12T17:45:21+0300
Руководитель подразделения по управлению банкоматной сетью,,,,Москва,2022-12-12T16:28:55+0300
IT Project Manager (Middle),,,,Минск,2022-12-12T16:51:47+0300
Аналитик,,,,Москва,2022-12-12T17:30:55+0300
Full stack - разработчик (Senior / TeamLead),,,,Москва,2022-12-12T18:19:11+0300
Оператор станков с ЧПУ,40000.0,,RUR,Дмитров,2022-12-12T16:57:29+0300
Оператор станков с ЧПУ,,,,Нижний Тагил,2022-12-12T16:15:08+0300
Выездной инженер технической поддержки,40000.0,,RUR,Курск,2022-12-12T17:38:19+0300
Владелец продукта сервисов сопровождения розничных клиентов,,,,Москва,2022-12-12T16:29:38+0300
Оператор станка с ЧПУ,115000.0,135000.0,RUR,Воткинск,2022-12-12T16:06:45+0300
Менеджер по методологии информационной безопасности,,,,Москва,2022-12-12T17:34:01+0300
Senior Frontend разработчик,,200000.0,RUR,Самара,2022-12-12T16:36:56+0300
Инженер-механик,,,,Белгород,2022-12-12T16:27:34+0300
Инженер отдела исследований (светотехника),87000.0,120000.0,RUR,Москва,2022-12-12T17:01:52+0300
Frontend-разработчик,,,,Пермь,2022-12-12T16:27:12+0300
"Специалист информационных технологий, связи",47000.0,50000.0,RUR,Сосновый Бор (Ленинградская область),2022-12-12T18:15:17+0300
DevOps инженер (remote),,,,Москва,2022-12-12T18:57:01+0300
Сервисный инженер по молочно-доильному оборудованию,50000.0,,RUR,Владимир,2022-12-12T17:45:35+0300
Токарь-универсал,,,,Белгород,2022-12-12T16:27:26+0300
Разработчик алгоритмов баллистико-навигационного обеспечения,,,,Москва,2022-12-12T19:14:24+0300
Заместитель руководителя отдела технологий продуктовых систем,,,,Москва,2022-12-12T16:36:07+0300
Delivery manager,,,,Москва,2022-12-12T17:50:17+0300
Копирайтер,60000.0,80000.0,RUR,Москва,2022-12-12T18:45:52+0300
"Frontend-разработчик (Angular, middle+/senior)",,,,Саратов,2022-12-12T19:08:51+0300
NLP/PLP исследователь,,,,Москва,2022-12-12T16:10:46+0300
Разработчик WebTutor,,,,Москва,2022-12-12T18:26:46+0300
Оператор-наладчик токарного станка с ЧПУ (стойка Fanuc),,95000.0,RUR,Санкт-Петербург,2022-12-12T16:15:01+0300
Бизнес-аналитик,,,,Москва,2022-12-12T16:33:18+0300
Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Великие Луки,2022-12-12T17:40:46+0300
Специалист по тестированию на проникновение (пентестер),100000.0,,RUR,Нижний Новгород,2022-12-12T22:17:31+0300
Менеджер проектов,70000.0,,RUR,Санкт-Петербург,2022-12-12T16:23:01+0300
Software Developer C++ (Middle /Middle +/Senior),150000.0,250000.0,RUR,Москва,2022-12-12T18:45:21+0300
Инженер-механик,50000.0,150000.0,RUR,Владивосток,2022-12-12T22:12:01+0300
Quant / Data Scientist (Руководитель направления Управление рисками),,,,Москва,2022-12-12T18:57:01+0300
PHP разработчик / Laravel Разработчик,150000.0,220000.0,RUR,Москва,2022-12-12T21:42:35+0300
Начинающий специалист технической поддержки (удаленно),30000.0,34000.0,RUR,Белгород,2022-12-12T18:24:58+0300
Systems administrator (Windows),,,,Москва,2022-12-12T16:56:50+0300
Специалист поддержки backQORT,,,,Москва,2022-12-12T17:29:46+0300
Аналитик данных / Data Scientist,,,,Москва,2022-12-12T17:18:53+0300
Product Owner в команду online-оценка коммерческой недвижимости,,,,Москва,2022-12-12T18:59:04+0300
Аналитик,,,,Орел,2022-12-12T16:26:08+0300
Fullstack-разработчик C#/JavaScript,,,,Москва,2022-12-12T16:10:12+0300
Руководитель технического управления,,,,Санкт-Петербург,2022-12-12T19:04:11+0300
Designer-Trainer/Дизайнер-Стажер,,,,Ташкент,2022-12-12T17:31:25+0300
Middle / Senior PHP Backend программист,100000.0,200000.0,RUR,Самара,2022-12-12T16:36:42+0300
Devops/SRE engeneer,,,,Тбилиси,2022-12-12T19:12:53+0300
Программист 1C,130000.0,130000.0,RUR,Курск,2022-12-12T16:13:50+0300
Токарь,40000.0,,RUR,Пенза,2022-12-12T16:07:45+0300
Оператор лазерных установок,70000.0,,RUR,Дмитров,2022-12-12T16:42:40+0300
Токарь,43000.0,,RUR,Самара,2022-12-12T16:02:18+0300
Руководитель продуктового дизайна (Кибербезопасность),,,,Москва,2022-12-12T16:56:39+0300
BI - аналитик / Lead analyst BI,,,,Москва,2022-12-12T16:19:14+0300
Java разработчик в Tinkoff Black,,,,Краснодар,2022-12-12T19:41:34+0300
Аналитик бизнес-процессов,65000.0,,RUR,Казань,2022-12-12T22:47:46+0300
Установщик интернет оборудования,25000.0,,RUR,Губкин,2022-12-12T17:11:47+0300
Python (Django) Developer,,,,Баку,2022-12-12T19:12:51+0300
Frontend-разработчик (Интернет магазин),,,,Москва,2022-12-12T19:19:55+0300
Ведущий аналитик 1С,,,,Пермь,2022-12-12T17:14:05+0300
Токарь-универсал,70000.0,,RUR,Дзержинск (Нижегородская область),2022-12-12T18:45:23+0300
Менеджер тестовых сред,,,,Москва,2022-12-12T17:21:59+0300
Аналитик 1С:ERP,,150000.0,RUR,Москва,2022-12-12T17:17:18+0300
Product owner (потребительские кредиты),,,,Москва,2022-12-12T19:02:07+0300
Technical Account Manager,,,,Москва,2022-12-12T17:44:00+0300
Руководитель направления продуктового менеджмента,,,,Казань,2022-12-12T18:37:18+0300
Devops-инженер,180000.0,,RUR,Москва,2022-12-12T16:51:57+0300
Аналитик,,260000.0,RUR,Москва,2022-12-12T17:50:16+0300
Механик по ремонту ДСТ (дорожно-строительных машин и тракторов),140000.0,140000.0,RUR,Владимир,2022-12-12T18:26:45+0300
Аналитик АБС ЦФТ-Банк,,,,Москва,2022-12-12T18:11:40+0300
Инженер - конструктор печатных плат,100000.0,,RUR,Москва,2022-12-12T19:25:36+0300
Механик по ремонту мототехники,45000.0,,RUR,Фурманов,2022-12-12T16:12:59+0300
Инженер КИПиА,50000.0,50000.0,RUR,Казань,2022-12-12T22:30:01+0300
Продуктовый дизайнер (UX/UI / Product designer),,,,Москва,2022-12-12T16:48:24+0300
Бизнес-аналитик (маркетинг),,,,Москва,2022-12-12T16:18:08+0300
Бизнес/системный аналитик (Big Data),,,,Москва,2022-12-12T16:04:00+0300
Токарь,100000.0,,RUR,Можга,2022-12-12T16:22:42+0300
Менеджер по управлению процессами торгового финансирования,,,,Москва,2022-12-12T16:29:19+0300
System analyst Infrastructure,,,,Москва,2022-12-12T17:44:00+0300
Инженер -технолог (электроника),80000.0,,RUR,Санкт-Петербург,2022-12-12T16:06:18+0300
Начальник аналитического отдела,,,,Владимир,2022-12-12T18:19:57+0300
Сервисный инженер,100000.0,,RUR,Москва,2022-12-12T17:29:02+0300
Middle / Senior PHP Backend программист,100000.0,200000.0,RUR,Киров (Кировская область),2022-12-12T16:36:47+0300
Механик производственной линии,50000.0,,RUR,Люберцы,2022-12-12T17:25:19+0300
Разработчик C#,130000.0,,RUR,Ростов-на-Дону,2022-12-12T16:22:03+0300
Дизайнер,70000.0,,RUR,Ставрополь,2022-12-12T16:02:09+0300
Middle QA automation,,,,Санкт-Петербург,2022-12-12T16:32:12+0300
Монтажник слаботочных систем,40000.0,,RUR,Чебоксары,2022-12-12T17:34:46+0300
Менеджер ИТ продукта,,,,Москва,2022-12-12T16:32:23+0300
Координатор проектов по экспорту (со знанием английского языка),,,,Нижний Новгород,2022-12-12T16:04:13+0300
Оператор станков (мебельное производство),30000.0,70000.0,RUR,Кстово,2022-12-12T19:15:24+0300
Java разработчик в Tinkoff Black,,,,Новосибирск,2022-12-12T16:05:02+0300
Механик - наладчик производственной линии,,,,Жуковский,2022-12-12T17:40:18+0300
Токарь (4-5 разряд),55000.0,,RUR,Тула,2022-12-12T16:14:47+0300
Токарь-универсал,12000.0,150000.0,RUR,Дальнегорск,2022-12-12T19:24:31+0300
Токарь-универсал,120000.0,150000.0,RUR,Лесозаводск,2022-12-12T19:27:09+0300
Backend Developer (Go/PHP),,,,Санкт-Петербург,2022-12-12T17:08:49+0300
Слесарь заготовительного участка,40000.0,50000.0,RUR,Мурманск,2022-12-12T16:27:29+0300
Product-manager по контекстной рекламе,70000.0,,RUR,Вологда,2022-12-12T17:59:25+0300
Инженер-программист (САПР),30000.0,,RUR,Борисоглебск,2022-12-12T16:13:09+0300
Ученик оператор станков с программным управлением,45000.0,,RUR,Ростов-на-Дону,2022-12-12T20:08:18+0300
DevOps специалист,3000.0,5500.0,USD,Баку,2022-12-12T19:42:47+0300
Аналитик - разработчик SQL,,,,Новосибирск,2022-12-12T18:11:46+0300
Инженер-наладчик КИПиА,,,,Волоколамск,2022-12-12T17:25:09+0300
"Backend-разработчик (PHP), senior",150000.0,,RUR,Нижний Новгород,2022-12-12T18:22:49+0300
Бизнес-аналитик,,,,Воронеж,2022-12-12T18:47:09+0300
Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Ногинск,2022-12-12T17:40:46+0300
Аналитик данных,,,,Москва,2022-12-12T17:52:19+0300
"Team Lead команды разработки ""Мобильный и интернет-банк для юридических лиц""",,,,Санкт-Петербург,2022-12-12T19:36:20+0300
Токарь,30000.0,45000.0,RUR,Миасс,2022-12-12T16:22:41+0300
Инженер по БДД,,,,Воронеж,2022-12-12T16:50:54+0300
ИТ ИБ Аудитор,,,,Томск,2022-12-12T19:36:28+0300
Программист 1C (Альтон),40000.0,,RUR,Москва,2022-12-12T16:50:05+0300
Технический директор,150000.0,,RUR,Щелково,2022-12-12T18:45:25+0300
Go разработчик,,,,Санкт-Петербург,2022-12-12T16:14:02+0300
Эксперт по информационной безопасности и технической защите,,,,Казань,2022-12-12T18:25:14+0300
Ведущий разработчик ABAP,,,,Москва,2022-12-12T18:31:48+0300
Руководитель проекта,,,,Москва,2022-12-12T19:13:20+0300
Руководитель направления по защите персональных данных,,,,Москва,2022-12-12T17:13:49+0300
Ведущий аналитик,,,,Тюмень,2022-12-12T18:12:08+0300
Координатор проектов по экспорту (со знанием английского языка),,,,Ярославль,2022-12-12T16:04:17+0300
Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Нижнекамск,2022-12-12T17:40:46+0300
Консультант SAP ТОРО,,,,Санкт-Петербург,2022-12-12T18:09:58+0300
Фрезеровщик,,85000.0,RUR,Ярославль,2022-12-12T16:32:50+0300
Менеджер Технического Маркетинга (МойОфис),,,,Москва,2022-12-12T18:08:41+0300
Ведущий инженер-конструктор по высоковольтному оборудованию (производство трамвая),,,,Москва,2022-12-12T18:04:10+0300
Оператор станков с ПУ,50000.0,80000.0,RUR,Колпино,2022-12-12T16:15:35+0300
Ведущий архитектор,,,,Москва,2022-12-12T18:10:57+0300
Токарь,17000.0,17000.0,RUR,Козельск,2022-12-12T16:22:41+0300
Старший бизнес-аналитик,,,,Москва,2022-12-12T23:45:48+0300
Java-разработчик в Систему фрод-мониторинга,,,,Москва,2022-12-12T17:02:51+0300
Токарь-универсал,120000.0,150000.0,RUR,Дальнереченск,2022-12-12T19:25:59+0300
Специалист по тестированию на проникновение (пентестер),100000.0,,RUR,Екатеринбург,2022-12-12T22:17:31+0300
Инженер-наладчик КИПиА,,,,Истра,2022-12-12T17:25:09+0300
MLOps/DevOps разработчик (ML-модели),,,,Тюмень,2022-12-12T18:13:38+0300
Токарь,50000.0,75000.0,RUR,Москва,2022-12-12T18:45:22+0300
Разработчик Angular,,,,Санкт-Петербург,2022-12-12T16:33:52+0300
Инженер-программист,,,,Самара,2022-12-12T18:47:09+0300
Разработчик бортовых алгоритмов,,,,Москва,2022-12-12T19:14:27+0300
"Инженер-разработчик (С/С++, LINUX)",,,,Москва,2022-12-12T16:12:33+0300
Бизнес-аналитик,,,,Кстово,2022-12-12T18:47:10+0300
Ведущий специалист по информационной безопасности,,,,Москва,2022-12-12T16:36:19+0300
Специалист по информационной безопасности,82000.0,120000.0,RUR,Москва,2022-12-12T16:29:29+0300
"Продакт менеджер (fashion, детская одежда)",,,,Москва,2022-12-12T16:00:01+0300
Системный администратор,30000.0,,RUR,Владимир,2022-12-12T16:09:03+0300
Java/Kotlin-разработчик в MirAccept,,,,Москва,2022-12-12T17:01:55+0300
Оператор станков с ЧПУ,,,,Челябинск,2022-12-12T16:15:08+0300
Фрезеровщик,,,,Екатеринбург,2022-12-12T16:47:02+0300
Developer PHP,,,,Тбилиси,2022-12-12T19:12:52+0300
Токарь,,,,Ростов-на-Дону,2022-12-12T16:11:54+0300
Руководитель проектов ИТ-инфраструктуры,,,,Москва,2022-12-12T18:19:26+0300
Старший программист 1С,50000.0,80000.0,RUR,Сыктывкар,2022-12-12T21:00:58+0300
Оператор станка с ЧПУ,,,,Уфа,2022-12-12T19:13:41+0300
Frontend разработчик,,,,Москва,2022-12-12T18:02:37+0300
Руководитель отдела внедрения и сопровождения,80000.0,,RUR,Новосибирск,2022-12-12T16:22:02+0300
Middle/Senior Data Analyst,,,,Москва,2022-12-12T21:45:59+0300
Токарь,,,,Махачкала,2022-12-12T18:04:48+0300
Руководитель проекта/Федеральный проект,,,,Москва,2022-12-12T16:29:29+0300
Product Manager,,,,Тбилиси,2022-12-12T19:12:51+0300
"Backend разработчик Middle +, Senior (Python, Go)",200000.0,,RUR,Москва,2022-12-12T16:51:41+0300
Программист 1C,150000.0,,RUR,Нижний Новгород,2022-12-12T16:42:29+0300
Инженер-разработчик Docsvision,,,,Санкт-Петербург,2022-12-12T17:22:42+0300
Системный администратор,,,,Москва,2022-12-12T18:13:48+0300
Сервисный инженер (специалист по ремонту оргтехники),1300.0,,BYR,Минск,2022-12-12T16:09:52+0300
Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Старый Оскол,2022-12-12T17:17:52+0300
Разработчик витрин данных,,,,Алматы,2022-12-12T17:56:11+0300
Консультант поддержки в Яндекс Бизнес,13000.0,33800.0,RUR,Мурманск,2022-12-12T19:20:40+0300
ИТ ИБ Аудитор,,,,Екатеринбург,2022-12-12T19:36:28+0300
Архитектор хранилищ (DWH),,,,Москва,2022-12-12T18:24:40+0300
Оператор ЧПУ,,,,Ташкент,2022-12-12T16:22:51+0300
Теплотехник,15558.0,,RUR,Казань,2022-12-12T16:54:58+0300
Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Коломна,2022-12-12T17:40:46+0300
Руководитель технической службы (6 заводов),,,,Москва,2022-12-12T17:06:38+0300
Внедренец 1С,,,,Новосибирск,2022-12-12T16:21:57+0300
Сервисный инженер,70000.0,,RUR,Санкт-Петербург,2022-12-12T16:33:22+0300
Управляющий директор \ Data Scientist (Сопровождение процесса разработки и использования моделей),,,,Москва,2022-12-12T19:29:13+0300
Ведущий разработчик (VDI),,,,Москва,2022-12-12T16:44:32+0300
SRE/Инженер отдела поддержки сервисов,,,,Москва,2022-12-12T17:12:35+0300
Станочник широкого профиля 4 разряд,26860.0,,RUR,Тула,2022-12-12T16:14:47+0300
Системный администратор,50000.0,50000.0,RUR,Краснодар,2022-12-12T17:12:19+0300
Angular Developer,,,,Баку,2022-12-12T19:12:52+0300
Бизнес-аналитик,70000.0,,RUR,Екатеринбург,2022-12-12T17:32:48+0300
Системный Аналитик (Kaspersky Web sites),,,,Москва,2022-12-12T17:44:00+0300
ИТ ИБ Аудитор,,,,Новосибирск,2022-12-12T19:36:28+0300
Консультант поддержки в Яндекс Бизнес,13000.0,33800.0,RUR,Находка,2022-12-12T19:20:40+0300
Токарь-расточник,100000.0,,RUR,Арзамас,2022-12-12T16:22:38+0300
Инженер-электроник,,,,Тольятти,2022-12-12T18:07:44+0300
Эксперт отдела обеспечения информационных систем,,,,Москва,2022-12-12T18:01:23+0300
Консультант поддержки в Яндекс Бизнес,13000.0,33800.0,RUR,Зеленодольск (Республика Татарстан),2022-12-12T19:23:59+0300
Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Псков,2022-12-12T17:40:46+0300
Ведущий разработчик .net,,,,Омск,2022-12-12T18:12:44+0300
Логист-механик по выпуску грузового автотранспорта,70000.0,,RUR,Щербинка,2022-12-12T17:20:12+0300
Middle Golang Developer,,,,Москва,2022-12-12T17:08:53+0300
Специалист по антивирусному ПО,,,,Москва,2022-12-12T17:07:41+0300
Программист 1 С,165000.0,165000.0,RUR,Сочи,2022-12-12T16:12:06+0300
Администратор автоматизированной системы управления складом,,70000.0,RUR,Белгород,2022-12-12T16:20:52+0300
